Number,Lemma,PoS,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,roots
26895,пал,s,пал,,пал => пал-1|пал-2|пал-3|пал-4,пал-1
27080,парировать,v,пар,,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,пар-3
27101,парная,s,пар,,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,пар-1
27109,паровоз,s,"пар,воз",воз,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-1,воз"
27111,паровозный,a,"пар,воз",воз,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-1,воз"
27127,пароход,s,"пар,ход",ход,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-1,ход"
27128,пароходик,s,"пар,ход",ход,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-1,ход"
27129,пароходный,a,"пар,ход",ход,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-1,ход"
27132,парсек,s,"пар,сек",сек,пар => пар-1|пар-2|пар-3|пар-4|пар-5|пар-6,"пар-4,сек"
27295,патрульно-постовой,a,"патруль,пост",патруль,пост => пост-1|пост-2,"патруль,пост-2"
27392,пенек,s,пен,,пен => пен-1|пен-2|пен-3,пен-2
27402,пенобетон,s,"пен,бетон",бетон,пен => пен-1|пен-2|пен-3,"пен-1,бетон"
27403,пенопласт,s,"пен,пласт",пласт,пен => пен-1|пен-2|пен-3,"пен-1,пласт"
27428,пепельно-серый,a,"пепель,сер",пепел,сер => сер-1|сер-2,"пепел,сер-1"
27431,пепси-кола,s,"пепси,кол",пепси,кол => кол-1|кол-2|кол-3,"пепси,кол-1"
27567,перевязочная,s,вяз,,вяз => вяз-1|вяз-2,вяз-2
27771,перелетный,a,лет,,лет => лет-1|лет-2,лет-2
28165,перочинный,a,"пер,чин",,пер => пер-1|пер-2; чин => чин-1|чин-2,"пер-2,чин-1"
28207,перышко,s,пер,,пер => пер-1|пер-2,пер-2
28407,пионервожатая,s,"пионер,вож",пионер,вож => вож-1|вож-2|вож-3,"пионер,вож-1"
28461,пистолет-пулемет,s,"пистолет,пул,мет","пистолет,пул",мет => мет-1|мет-2,"пистолет,пул,мет-1"
28505,пищеблок,s,"пищ,блок",блок,пищ => пищ-1|пищ-2,"пищ-2,блок"
28507,пищеварительный,a,"пищ,вар",вар-1,пищ => пищ-1|пищ-2,"пищ-2,вар-1"
28574,планомерный,a,"план,мер",план,мер => мер-1|мер-2|мер-3,"план,мер-1"
28602,платеж,s,"плат,еж",еж,плат => плат-1|плат-2,"плат-1,еж"
28604,платежеспособный,a,"плат,еж,способн","еж,соб",плат => плат-1|плат-2,"плат-1,еж,соб"
28606,платежный,a,"плат,еж",еж,плат => плат-1|плат-2,"плат-1,еж"
28723,плодоножка,s,"плод,нож",плод,нож => нож-1|нож-2,"плод,нож-2"
28725,плодоносный,a,"плод,нос",плод,нос => нос-1|нос-2,"плод,нос-2"
28726,плодоносящий,a,"плод,нос",плод,нос => нос-1|нос-2,"плод,нос-2"
28733,плодотворный,a,"плод,твор",плод,твор => твор-1|твор-2,"плод,твор-1"
28740,плоскогубцы,s,"плоск,губ",плоск,губ => губ-1|губ-2|губ-3,"плоск,губ-2"
28756,плотоядный,a,"плот,яд",яд,плот => плот-1|плот-2|плот-3,"плот-2,яд"
28899,поведенческий,a,вед,,вед => вед-1|вед-2,вед-2
29439,подлет,s,лет,,лет => лет-1|лет-2,лет-2
29476,подмести,v,мес,,мес => мес-1|мес-2,мес-2
29480,подметный,a,мет,,мет => мет-1|мет-2,мет-1
29568,подолгу,adv,долг,,долг => долг-1|долг-2,долг-1
29937,пожаротушение,s,"пожар,туш",жар,туш => туш-1|туш-2,"жар,туш-2"
30051,поименный,a,им,,им => им-1|им-2,им-2
30052,поименованный,a,им,,им => им-1|им-2,им-2
30060,поисково-разведочный,a,"иск,вед",иск,вед => вед-1|вед-2,"иск,вед-1"
30274,полет,s,лет,,лет => лет-1|лет-2,лет-2
30278,полетный,a,лет,,лет => лет-1|лет-2,лет-2
30309,полимер,s,"поли,мер",поли,мер => мер-1|мер-2|мер-3,"поли,мер-1"
30311,полимеризация,s,"поли,мер",поли,мер => мер-1|мер-2|мер-3,"поли,мер-1"
30330,полисемия,s,"поли,сем",поли,сем => сем-1|сем-2|сем-3,"поли,сем-3"
30388,полководец,s,"полк,вод",полк,вод => вод-1|вод-2,"полк,вод-1"
30413,полновесный,a,"полн,вес",полн,вес => вес-1|вес-2|вес-3|вес-4,"полн,вес-1"
30415,полноводный,a,"полн,вод",полн,вод => вод-1|вод-2,"полн,вод-2"
30416,полнокровный,a,"полн,кров",полн,кров => кров-1|кров-2,"полн,кров-1"
30706,помехозащищенность,s,"мех,защищ",щищ,мех => мех-1|мех-2,"мех-2,щищ"
30957,по-польски,adv,поль,,поль => пол-1|пол-2|пол-3|пол-4|пол-5,пол-2
31014,попутешествовать,v,пут,,пут => пут-1|пут-2,пут-2
31134,портсигар,s,"порт,сигар",сигар,порт => порт-1|порт-2|порт-3,"порт-1,сигар"
31156,по-русски,adv,рус,,рус => рус-1|рус-2,рус-2
31504,потемки,s,тем,,тем => тем-1|тем-2,тем-2
31520,потертость,s,тер,,тер => тер-1|тер-2,тер-1
31521,потертый,a,тер,,тер => тер-1|тер-2,тер-1
31675,похлебка,s,хлеб,,хлеб => хлеб-1|хлеб-2,хлеб-2
31741,почесываться,v,чес,,чес => чес-1|чес-2,чес-1
31752,починять,v,чин,,чин => чин-1|чин-2,чин-1
31885,правобережный,a,"прав,береж",прав,береж => береж-1|береж-2,"прав,береж-2"
31887,правовед,s,"прав,вед",прав,вед => вед-1|вед-2,"прав,вед-1"
31888,правоведение,s,"прав,вед",прав,вед => вед-1|вед-2,"прав,вед-1"
31921,правосудие,s,"прав,суд",прав,суд => суд-1|суд-2,"прав,суд-1"
32271,прекраснодушие,s,"прекрасн,душ",крас-1,душ => душ-1|душ-2,"крас-1,душ-1"
32272,прекраснодушный,a,"прекрасн,душ",крас-1,душ => душ-1|душ-2,"крас-1,душ-1"
32504,приболеть,v,бол,,бол => бол-1|бол-2,бол-1
32875,прилет,s,лет,,лет => лет-1|лет-2,лет-2
32954,приморец,s,мор,,мор => мор-1|мор-2,мор-2
33218,пристегнуться,v,стег,,стег => стег-1|стег-2,стег-1
33293,притоп,s,топ,,топ => топ-1|топ-2|топ-3,топ-1
33294,притопать,v,топ,,топ => топ-1|топ-2|топ-3,топ-1
33342,прихлебывать,v,хлеб,,хлеб => хлеб-1|хлеб-2,хлеб-2
33386,причесывать,v,чес,,чес => чес-1|чес-2,чес-1
33387,причесываться,v,чес,,чес => чес-1|чес-2,чес-1
34276,простодушие,s,"прост,душ",прост,душ => душ-1|душ-2,"прост,душ-1"
34278,простодушный,a,"прост,душ",прост,душ => душ-1|душ-2,"прост,душ-1"
34334,просящий,a,прос,,прос => прос-1|прос-2,прос-1
34379,противоборство,s,"против,бор",против,бор => бор-1|бор-2|бор-3,"против,бор-2"
34380,противоборствовать,v,"против,бор",против,бор => бор-1|бор-2|бор-3,"против,бор-2"
34382,противовес,s,"против,вес",против,вес => вес-1|вес-2|вес-3|вес-4,"против,вес-1"
34403,противоположность,s,"против,лож",против,лож => лож-1|лож-2,"против,лож-1"
34404,противоположный,a,"против,лож",против,лож => лож-1|лож-2,"против,лож-1"
34416,противоречивый,a,"против,реч",против,реч => реч-1|реч-2,"против,реч-2"
34417,противоречие,s,"против,реч",против,реч => реч-1|реч-2,"против,реч-2"
34418,противоречить,v,"против,реч",против,реч => реч-1|реч-2,"против,реч-2"
34552,прочесывать,v,чес,,чес => чес-1|чес-2,чес-1
34657,прямодушный,a,"прям,душ",прям,душ => душ-1|душ-2,"прям,душ-1"
34665,прямоугольный,a,"прям,уголь",прям,уголь => угол-1|угол-2,"прям,угол-1"
34796,пулемет,s,"пул,мет",пул,мет => мет-1|мет-2,"пул,мет-1"
34797,пулеметный,a,"пул,мет",пул,мет => мет-1|мет-2,"пул,мет-1"
34798,пулеметчик,s,"пул,мет",пул,мет => мет-1|мет-2,"пул,мет-1"
34852,пустопорожний,a,"пуст,порожн",порожн,пуст => пуст-1|пуст-2,"пуст-2,порожн"
34853,пустословие,s,"пуст,слов",слов-1,пуст => пуст-1|пуст-2,"пуст-2,слов-1"
34855,пустотелый,a,"пуст,тел",,пуст => пуст-1|пуст-2; тел => тел-1|тел-2,"пуст-2,тел-1"
34878,путеводитель,s,"пут,вод",,пут => пут-1|пут-2; вод => вод-1|вод-2,"пут-2,вод-1"
34879,путеводный,a,"пут,вод",,пут => пут-1|пут-2; вод => вод-1|вод-2,"пут-2,вод-1"
34882,путепровод,s,"пут,вод",,пут => пут-1|пут-2; вод => вод-1|вод-2,"пут-2,вод-1"
34885,путешествие,s,пут,,пут => пут-1|пут-2,пут-2
34927,пчеловод,s,"пчел,вод",пчел,вод => вод-1|вод-2,"пчел,вод-1"
35003,пятерка,s,пят,,пят => пят-1|пят-2,пят-1
35005,пятерочка,s,пят,,пят => пят-1|пят-2,пят-1
35008,пятидесятилетие,s,"пят,десят,лет",десят,пят => пят-1|пят-2; лет => лет-1|лет-2,"пят-1,десят,лет-1"
35009,пятидесятилетний,a,"пят,десят,лет",десят,пят => пят-1|пят-2; лет => лет-1|лет-2,"пят-1,десят,лет-1"
35010,пятидесятник,s,"пят,десят",десят,пят => пят-1|пят-2,"пят-1,десят"
35012,пятидневный,a,"пят,дн",,пят => пят-1|пят-2; дн => дн-1|дн-2,"пят-1,дн-1"
35014,пятизначный,a,"пят,знач",зна(j),пят => пят-1|пят-2,"пят-1,зна(j)"
35015,пятиклассник,s,"пят,класс",класс,пят => пят-1|пят-2,"пят-1,класс"
35017,пятиконечный,a,"пят,конеч",кон-1,пят => пят-1|пят-2,"пят-1,кон-1"
35019,пятилетие,s,"пят,лет",,пят => пят-1|пят-2; лет => лет-1|лет-2,"пят-1,лет-1"
35020,пятилетка,s,"пят,лет",,пят => пят-1|пят-2; лет => лет-1|лет-2,"пят-1,лет-1"
35024,пятиминутка,s,"пят,минут",минут,пят => пят-1|пят-2,"пят-1,минут"
35026,пятипроцентный,a,"пят,процент",процент,пят => пят-1|пят-2,"пят-1,процент"
35030,пятиэтажный,a,"пят,этаж",этаж,пят => пят-1|пят-2,"пят-1,этаж"
35032,пятнадцатилетний,a,"пят,дцат,лет",дцат,пят => пят-1|пят-2; лет => лет-1|лет-2,"пят-1,дцат,лет-1"
35057,работодатель,s,"работ,да",раб,да => да-1|да-2|да-3,"раб,да-1"
35058,работорговля,s,"раб,торг",раб,торг => торг-1|торг-2,"раб,торг-1"
35083,равновесный,a,"равн,вес",рав,вес => вес-1|вес-2|вес-3|вес-4,"рав,вес-1"
35085,равнодушие,s,"равн,душ",рав,душ => душ-1|душ-2,"рав,душ-1"
35087,равнодушный,a,"равн,душ",рав,душ => душ-1|душ-2,"рав,душ-1"
35091,равномерный,a,"равн,мер",рав,мер => мер-1|мер-2|мер-3,"рав,мер-1"
35128,радиоволна,s,"радио,волн",радио,волн => волн-1|волн-2,"радио,волн-1"
35132,радиоизлучение,s,"радио,луч",радио,луч => луч-1|луч-2|луч-3|луч-4|луч-5,"радио,луч-1"
35161,радиочастота,s,"радио,част",радио,част => част-1|част-2,"радио,част-2"
35162,радиочастотный,a,"радио,част",радио,част => част-1|част-2,"радио,част-2"
35250,разведгруппа,s,"вед,групп",групп,вед => вед-1|вед-2,"вед-1,групп"
35272,развернутый,a,вер,,вер => вер-1|вер-2|вер-3,вер-2
35525,разлет,s,лет,,лет => лет-1|лет-2,лет-2
35660,разноречивый,a,"разн,реч",раз-2,реч => реч-1|реч-2,"раз-2,реч-2"
35675,разночинец,s,"разн,чин",раз-2,чин => чин-1|чин-2,"раз-2,чин-1"
35875,ракета-носитель,s,"ракет,нос",ракет,нос => нос-1|нос-2,"ракет,нос-2"
35882,ракетоносец,s,"ракет,нос",ракет,нос => нос-1|нос-2,"ракет,нос-2"
35902,ранее,adv,ран,,ран => ран-1|ран-2,ран-2
35914,ранневесенний,a,"ран,весен",весен,ран => ран-1|ран-2,"ран-2,весен"
35917,рано,adv,ран,,ран => ран-1|ран-2,ран-2
35936,раскаленный,a,кал,,кал => кал-1|кал-2|кал-3,кал-1
35968,раскисший,a,кис,,кис => кис-1|кис-2|кис-3,кис-1
36343,растениеводство,s,"раст,вод",рас,вод => вод-1|вод-2,"рас,вод-1"
36429,расхлебывать,v,хлеб,,хлеб => хлеб-1|хлеб-2,хлеб-2
36461,расческа,s,чес,,чес => чес-1|чес-2,чес-1
36462,расчесывать,v,чес,,чес => чес-1|чес-2,чес-1
36977,ресурсосберегающий,a,"ресурс,берег",ресурс,берег => берег-1|берег-2,"ресурс,берег-1"
37148,рогоносец,s,"рог,нос",рог,нос => нос-1|нос-2,"рог,нос-2"
37313,ротационный,a,рот,,рот => рот-1|рот-2,рот-2
37314,ротация,s,рот,,рот => рот-1|рот-2,рот-2
37321,ротозей,s,"рот,зе",зев,рот => рот-1|рот-2,"рот-1,зев"
37401,рукопожатие,s,"рук,жа",рук,жа => жа-1|жа-2,"рук,жа-1"
37402,рукоположение,s,"рук,лож",рук,лож => лож-1|лож-2,"рук,лож-1"
37403,рукоположить,v,"рук,лож",рук,лож => лож-1|лож-2,"рук,лож-1"
37443,русоволосый,a,"рус,волос",волос,рус => рус-1|рус-2,"рус-1,волос"
37446,русофобский,a,"рус,фоб",фоб,рус => рус-1|рус-2,"рус-2,фоб"
37454,русскоязычный,a,"рус,языч",языч,рус => рус-1|рус-2,"рус-2,языч"
37455,русско-японский,a,"рус,япон",япон,рус => рус-1|рус-2,"рус-2,япон"
37500,рыжебородый,a,"рыж,бород",бород,рыж => рыж-1|рыж-2,"рыж-1,бород"
37602,садовод,s,"сад,вод",сад,вод => вод-1|вод-2,"сад,вод-1"
37603,садоводство,s,"сад,вод",сад,вод => вод-1|вод-2,"сад,вод-1"
37604,садоводческий,a,"сад,вод",сад,вод => вод-1|вод-2,"сад,вод-1"
37682,самовозгорание,s,"сам,воз,гор","сам,воз",гор => гор-1|гор-2,"сам,воз,гор-2"
37683,самоволка,s,"сам,вол",сам,вол => вол-1|вол-2,"сам,вол-1"
37724,самокат,s,"сам,кат",сам,кат => кат-1|кат-2,"сам,кат-1"
37731,самолет,s,"сам,лет",сам,лет => лет-1|лет-2,"сам,лет-2"
37733,самолетный,a,"сам,лет",сам,лет => лет-1|лет-2,"сам,лет-2"
37734,самолето-вылет,s,"сам,лет,лет",сам,лет => лет-1|лет-2; лет => лет-1|лет-2,"сам,лет-2,лет-2"
37735,самолетостроение,s,"сам,лет,стро","сам,стро(j)",лет => лет-1|лет-2,"сам,лет-2,стро(j)"
37757,самоокупаемость,s,"сам,куп",сам,куп => куп-1|куп-2|куп-3,"сам,куп-1"
37767,самоотдача,s,"сам,да",сам,да => да-1|да-2|да-3,"сам,да-1"
37773,самопал,s,"сам,пал",сам,пал => пал-1|пал-2|пал-3|пал-4,"сам,пал-1"
37804,самосуд,s,"сам,суд",сам,суд => суд-1|суд-2,"сам,суд-1"
37811,самоуверенность,s,"сам,вер",сам,вер => вер-1|вер-2|вер-3,"сам,вер-1"
37830,самоцель,s,"сам,цель",сам,цель => цел-1|цел-2,"сам,цел-1"
37843,санация,s,сан,,сан => сан-1|сан-2,сан-1
37844,санбат,s,"сан,бат",бат,сан => сан-1|сан-2,"сан-1,бат"
37851,санинструктор,s,"сан,инструкт",инструкт,сан => сан-1|сан-2,"сан-1,инструкт"
37866,санпропускник,s,"сан,пуск",пуск,сан => сан-1|сан-2,"сан-1,пуск"
37869,сантехник,s,"сан,техн",техн,сан => сан-1|сан-2,"сан-1,техн"
37871,сантехнический,a,"сан,техн",техн,сан => сан-1|сан-2,"сан-1,техн"
37875,санузел,s,"сан,узел",уз-1,сан => сан-1|сан-2,"сан-1,уз-1"
37876,санчасть,s,"сан,часть",част-1,сан => сан-1|сан-2,"сан-1,част-1"
37877,санэпидстанция,s,"сан,эпид,станци","эпид,станци(j)",сан => сан-1|сан-2,"сан-1,эпид,станци(j)"
37977,сборная,s,бор,,бор => бор-1|бор-2|бор-3,бор-1
38033,свежевыбритый,a,"свеж,бр",свеж,бр => бр-1|бр-2,"свеж,бр-2"
38062,свернутый,a,вер,,вер => вер-1|вер-2|вер-3,вер-2
38089,сверхпроводящий,a,вод,,вод => вод-1|вод-2,вод-1
38140,светло-русый,a,"свет,рус",свет,рус => рус-1|рус-2,"свет,рус-1"
38141,светло-серый,a,"свет,сер",свет,сер => сер-1|сер-2,"свет,сер-1"
38151,светоносный,a,"свет,нос",свет,нос => нос-1|нос-2,"свет,нос-2"
38187,свиноводство,s,"свин,вод",свин,вод => вод-1|вод-2,"свин,вод-1"
38233,своеволие,s,"сво,вол",сво(j),вол => вол-1|вол-2,"сво(j),вол-1"
38265,связанный,a,вяз,,вяз => вяз-1|вяз-2,вяз-2
38445,седобородый,a,"сед,бород",бород,сед => сед-1|сед-2,"сед-2,бород"
38447,седовласый,a,"сед,влас",влас,сед => сед-1|сед-2,"сед-2,влас"
38458,сейсморазведка,s,"сейсм,вед",сейсм,вед => вед-1|вед-2,"сейсм,вед-1"
38501,секундомер,s,"секунд,мер",секунд,мер => мер-1|мер-2|мер-3,"секунд,мер-1"
38552,семантика,s,сем,,сем => сем-1|сем-2|сем-3,сем-3
38566,семерка,s,сем,,сем => сем-1|сем-2|сем-3,сем-1
38569,семидесятилетие,s,"сем,десят,лет",десят,сем => сем-1|сем-2|сем-3; лет => лет-1|лет-2,"сем-1,десят,лет-1"
38571,семидневный,a,"сем,дн",,сем => сем-1|сем-2|сем-3; дн => дн-1|дн-2,"сем-1,дн-1"
38573,семилетний,a,"сем,лет",,сем => сем-1|сем-2|сем-3; лет => лет-1|лет-2,"сем-1,лет-1"
38574,семимильный,a,"сем,миль",мил,сем => сем-1|сем-2|сем-3,"сем-1,мил"
38584,семнадцатилетний,a,"сем,дцат,лет",дцат,сем => сем-1|сем-2|сем-3; лет => лет-1|лет-2,"сем-1,дцат,лет-1"
38588,семядоля,s,"сем,дол",,сем => сем-1|сем-2|сем-3; дол => дол-1|дол-2,"сем-3,дол-1"
38598,сеновал,s,"сен,вал",вал,сен => сен-1|сен-2|сен-3,"сен-1,вал"
38599,сенокос,s,"сен,кос",,сен => сен-1|сен-2|сен-3; кос => кос-1|кос-2|кос-3|кос-4,"сен-1,кос-1"
38654,сердобольный,a,"серд,боль",серд,боль => бол-1|бол-2,"серд,бол-1"
38662,серебристо-серый,a,"серебр,сер",серебр,сер => сер-1|сер-2,"серебр,сер-1"
38692,сероводород,s,"сер,водород",водород,сер => сер-1|сер-2,"сер-2,водород"
38693,сероводородный,a,"сер,водород",водород,сер => сер-1|сер-2,"сер-2,водород"
38694,сероглазый,a,"сер,глаз",глаз,сер => сер-1|сер-2,"сер-1,глаз"
38697,серозный,a,сер,,сер => сер-1|сер-2,сер-2
38699,серологический,a,"сер,лог",лог,сер => сер-1|сер-2,"сер-2,лог"
38768,сжирать,v,жир,,жир => жир-1|жир-2,жир-2
39049,скатерть-самобранка,s,"скатерть,сам,бр","скатер,сам",бр => бр-1|бр-2,"скатер,сам,бр-1"
39188,скопировать,v,коп,,коп => коп-1|коп-2|коп-3,коп-2
39208,скоропортящийся,a,"скор,порт",скор-1,порт => порт-1|порт-2|порт-3,"скор-1,порт-2"
39230,скособочиться,v,"кос,боч",,кос => кос-1|кос-2|кос-3|кос-4; боч => боч-1|боч-2,"кос-2,боч-2"
39238,скотовод,s,"скот,вод",скот,вод => вод-1|вод-2,"скот,вод-1"
39239,скотоводство,s,"скот,вод",скот,вод => вод-1|вод-2,"скот,вод-1"
39376,славословить,v,"слав,слов",слов-1,слав => слав-1|слав-2,"слав-1,слов-1"
39443,слезоточивый,a,"слез,точ",слез,точ => точ-1|точ-2|точ-3,"слез,точ-1"
39459,слет,s,лет,,лет => лет-1|лет-2,лет-2
39541,слоненок,s,слон,,слон => слон-1|слон-2,слон-1
39661,смертоносный,a,"смерт,нос",мер-2,нос => нос-1|нос-2,"мер-2,нос-2"
39683,смехотворный,a,"сме,х,твор",сме-1,сме => сме-1|сме-2; твор => твор-1|твор-2,"сме-1,х,твор-1"
39884,собаковод,s,"собак,вод",собак,вод => вод-1|вод-2,"собак,вод-1"
39885,собаководство,s,"собак,вод",собак,вод => вод-1|вод-2,"собак,вод-1"
39945,совенок,s,сов,,сов => сов-1|сов-2,сов-1
39951,совершеннолетие,s,"совершенн,лет",совершенн,лет => лет-1|лет-2,"совершенн,лет-1"
39952,совершеннолетний,a,"совершенн,лет",совершенн,лет => лет-1|лет-2,"совершенн,лет-1"
39991,совнархоз,s,"сов,нар,хоз","нар,хоз",сов => сов-1|сов-2,"сов-2,нар,хоз"
40011,совхоз,s,"сов,хоз",хоз,сов => сов-1|сов-2,"сов-2,хоз"
40012,совхозный,a,"сов,хоз",хоз,сов => сов-1|сов-2,"сов-2,хоз"
40207,сольный,a,соль,,соль => сол-1|сол-2,сол-1
40315,сопряженный,a,пряж,,пряж => пряж-1|пряж-2|пряж-3,пряж-2
40345,сорокалетие,s,"сорок,лет",сорок-1,лет => лет-1|лет-2,"сорок-1,лет-1"
40346,сорокалетний,a,"сорок,лет",сорок-1,лет => лет-1|лет-2,"сорок-1,лет-1"
40700,спинномозговой,a,"спин,мозг",спин,мозг => мозг-1|мозг-2,"спин,мозг-1"
40877,спутниковый,a,пут,,пут => пут-1|пут-2,пут-2
41168,створ,s,твор,,твор => твор-1|твор-2,твор-2
41175,стеганый,a,стег,,стег => стег-1|стег-2,стег-1
41316,стихосложение,s,"стих,лож",стих,лож => лож-1|лож-2,"стих,лож-1"
41317,стихотворение,s,"стих,твор",стих,твор => твор-1|твор-2,"стих,твор-1"
41318,стихотворец,s,"стих,твор",стих,твор => твор-1|твор-2,"стих,твор-1"
41319,стихотворный,a,"стих,твор",стих,твор => твор-1|твор-2,"стих,твор-1"
41352,столетие,s,"ст,лет",ст,лет => лет-1|лет-2,"ст,лет-1"
41533,стреножить,v,"тр,нож",тр-1,нож => нож-1|нож-2,"тр-1,нож-2"
41549,строгач,s,строг,,строг => строг-1|строг-2,строг-2
41552,строго-настрого,adv,"строг,строг",,строг => строг-1|строг-2; строг => строг-1|строг-2,"строг-2,строг-2"
41744,судебно-медицинский,a,"суд,медиц",медиц,суд => суд-1|суд-2,"суд-1,медиц"
41746,судебно-психиатрический,a,"суд,псих,иатр","псих,иатр",суд => суд-1|суд-2,"суд-1,псих,иатр"
41760,судоверфь,s,"суд,верфь",верф,суд => суд-1|суд-2,"суд-2,верф"
41761,судовладелец,s,"суд,влад",влад,суд => суд-1|суд-2,"суд-2,влад"
41762,судоводитель,s,"суд,вод",,суд => суд-1|суд-2; вод => вод-1|вод-2,"суд-2,вод-1"
41766,судопроизводство,s,"суд,производ",вод-1,суд => суд-1|суд-2,"суд-1,вод-1"
41772,судостроительный,a,"суд,стро",стро(j),суд => суд-1|суд-2,"суд-2,стро(j)"
41773,судоустройство,s,"суд,строй",стро(j),суд => суд-1|суд-2,"суд-1,стро(j)"
41774,судоходный,a,"суд,ход",ход,суд => суд-1|суд-2,"суд-2,ход"
41775,судоходство,s,"суд,ход",ход,суд => суд-1|суд-2,"суд-2,ход"
41789,сужать,v,уж,,уж => уж-1|уж-2|уж-3|уж-4,уж-2
41790,сужаться,v,уж,,уж => уж-1|уж-2|уж-3|уж-4,уж-2
41860,супермен,s,мен,,мен => мен-1|мен-2,мен-1
41933,сухопутный,a,"сух,пут",сух,пут => пут-1|пут-2,"сух,пут-2"
42106,сыпануть,v,сып,,сып => сып-1|сып-2,сып-1
42114,сыр-бор,s,"сыр,бор",сыр,бор => бор-1|бор-2|бор-3,"сыр,бор-3"
42389,театровед,s,"театр,вед",театр,вед => вед-1|вед-2,"театр,вед-1"
42446,теленок,s,тел,,тел => тел-1|тел-2,тел-2
42484,телка,s,тел,,тел => тел-1|тел-2,тел-2
42489,телосложение,s,"тел,слож",лож-1,тел => тел-1|тел-2,"тел-1,лож-1"
42499,тема,s,тем,,тем => тем-1|тем-2,тем-2
42500,тематика,s,тем,,тем => тем-1|тем-2,тем-2
42502,тематический,a,тем,,тем => тем-1|тем-2,тем-2
42510,темненький,a,тем,,тем => тем-1|тем-2,тем-2
42519,темноволосый,a,"тем,волос",волос,тем => тем-1|тем-2,"тем-2,волос"
42522,темно-желтый,a,"тем,желт",желт,тем => тем-1|тем-2,"тем-2,желт"
42523,темно-зеленый,a,"тем,зелен",зел,тем => тем-1|тем-2,"тем-2,зел"
42526,темно-красный,a,"тем,красн",крас-1,тем => тем-1|тем-2,"тем-2,крас-1"
42530,темно-русый,a,"тем,рус",,тем => тем-1|тем-2; рус => рус-1|рус-2,"тем-2,рус-1"
42531,темно-серый,a,"тем,сер",,тем => тем-1|тем-2; сер => сер-1|сер-2,"тем-2,сер-1"
42532,темно-синий,a,"тем,син",син,тем => тем-1|тем-2,"тем-2,син"
42535,темнохвойный,a,"тем,хвой",хво(j),тем => тем-1|тем-2,"тем-2,хво(j)"
42536,темный,a,тем,,тем => тем-1|тем-2,тем-2
42553,теневыносливый,a,"тен,нос",тен,нос => нос-1|нос-2,"тен,нос-2"
42598,теплокровный,a,"тепл,кров",тепл,кров => кров-1|кров-2,"тепл,кров-1"
42600,теплоноситель,s,"тепл,нос",тепл,нос => нос-1|нос-2,"тепл,нос-2"
42603,теплопроводность,s,"тепл,вод",тепл,вод => вод-1|вод-2,"тепл,вод-1"
42628,терка,s,тер,,тер => тер-1|тер-2,тер-1
42646,термос,s,"терм,ос",терм,ос => ос-1|ос-2,"терм,ос-2"
42678,терский,a,тер,,тер => тер-1|тер-2,тер-2
42679,тертый,a,тер,,тер => тер-1|тер-2,тер-1
42866,тлетворный,a,"тл,твор",тл-1,твор => твор-1|твор-2,"тл-1,твор-1"
42882,товаровед,s,"товар,вед",товар,вед => вед-1|вед-2,"товар,вед-1"
42884,товарообмен,s,"товар,мен",товар,мен => мен-1|мен-2,"товар,мен-1"
42940,толстогубый,a,"толст,губ",толст,губ => губ-1|губ-2|губ-3,"толст,губ-2"
42973,томография,s,"том,граф",граф,том => том-1|том-2,"том-1,граф"
42975,тон,s,тон,,тон => тон-1|тон-2,тон-1
42976,тональность,s,тон,,тон => тон-1|тон-2,тон-1
42977,тональный,a,тон,,тон => тон-1|тон-2,тон-1
42980,тонизировать,v,тон,,тон => тон-1|тон-2,тон-1
42983,тоника,s,тон,,тон => тон-1|тон-2,тон-1
42984,тонировать,v,тон,,тон => тон-1|тон-2,тон-1
42994,тонометр,s,"тон,метр",метр,тон => тон-1|тон-2,"тон-1,метр"
43007,топленый,a,топл,,топл => топ-1|топ-2|топ-3,топ-3
43008,топливно-энергетический,a,"топл,ив,энерг","ив,энерг",топл => топ-1|топ-2|топ-3,"топ-3,ив,энерг"
43015,топограф,s,"топ,граф",граф,топ => топ-1|топ-2|топ-3,"топ-2,граф"
43016,топографический,a,"топ,граф",граф,топ => топ-1|топ-2|топ-3,"топ-2,граф"
43017,топография,s,"топ,граф",граф,топ => топ-1|топ-2|топ-3,"топ-2,граф"
43022,топология,s,"топ,лог",лог,топ => топ-1|топ-2|топ-3,"топ-2,лог"
43025,топонимика,s,"топ,оним",оним,топ => топ-1|топ-2|топ-3,"топ-2,оним"
43054,торгово-промышленный,a,"торг,промышл",мышл,торг => торг-1|торг-2,"торг-1,мышл"
43055,торгово-экономический,a,"торг,эконом",эконом,торг => торг-1|торг-2,"торг-1,эконом"
43137,тошнотворный,a,"тошн,твор",тошн,твор => твор-1|твор-2,"тошн,твор-1"
43332,треножник,s,"тр,нож",тр-1,нож => нож-1|нож-2,"тр-1,нож-2"
